#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
652.00,99.00,5.50,4.00
652.00,99.00,5.23,4.00
669.00,99.00,5.64,4.00
672.00,99.00,5.30,4.00
677.00,99.00,5.26,4.00
690.00,99.00,5.47,4.00
694.00,99.00,5.31,4.00
699.00,99.00,5.09,4.00
704.00,99.00,5.05,4.00
716.00,98.00,5.40,4.00
723.00,99.00,5.11,4.00
728.00,99.00,5.12,4.00
733.00,99.00,5.26,4.00
738.00,99.00,5.09,4.00
739.00,99.00,4.71,4.00
745.00,99.00,4.68,4.00
754.00,99.00,4.97,4.00
754.00,99.00,4.80,4.00
765.00,99.00,4.55,4.00
762.00,99.00,4.43,4.00
771.00,99.00,4.70,4.00
778.00,99.00,4.97,4.00
779.00,99.00,4.36,4.00
779.00,99.00,4.23,4.00
796.00,99.00,4.73,4.00
798.00,100.00,4.35,4.00
802.00,100.00,4.34,4.00
807.00,99.00,4.34,4.00
811.00,100.00,4.30,4.00
814.00,100.00,3.96,4.00
817.00,99.00,3.78,4.00
834.00,100.00,4.31,4.00
830.00,100.00,3.93,4.00
838.00,100.00,4.01,4.00
842.00,100.00,4.14,4.00
843.00,100.00,3.93,4.00
845.00,100.00,3.63,4.00
848.00,100.00,3.76,4.00
857.00,100.00,3.64,4.00
865.99,100.00,4.11,4.00
869.99,100.00,3.91,4.00
870.99,100.00,3.69,4.00
877.99,100.00,3.89,4.00
888.99,100.00,4.35,4.00
884.99,100.00,3.48,4.00
884.98,100.00,3.39,4.00
896.98,101.00,3.74,4.00
902.98,101.00,3.78,4.00
904.98,101.00,3.71,4.00
913.98,101.00,3.90,4.00
916.98,101.00,3.92,4.00
923.98,101.00,3.50,4.00
916.98,101.00,3.42,4.00
930.98,100.00,3.72,4.00
934.98,100.00,3.71,4.00
940.98,100.00,3.90,4.00
956.98,100.00,4.44,4.00
953.98,100.00,4.19,4.00
960.99,100.00,4.09,4.00
965.99,99.00,3.96,4.00
974.99,99.00,4.18,4.00
974.98,99.00,4.14,4.00
986.98,99.00,4.39,4.00
988.98,99.00,4.01,4.00
987.99,99.00,4.14,4.00
995.99,98.00,4.48,4.00
996.99,99.00,4.01,4.00
997.00,99.00,3.78,4.00
1023.00,99.00,4.70,4.00
1026.00,99.00,4.50,4.00
1032.00,99.00,4.63,4.00
1040.00,99.00,4.62,4.00
1045.00,99.00,5.08,4.00
1050.00,99.00,4.69,4.00
1052.00,99.00,4.61,4.00
1062.00,99.00,4.77,4.00
1067.00,99.00,4.36,4.00
1069.00,99.00,4.56,4.00
1078.00,100.00,4.68,4.00
1081.00,100.00,4.60,4.00
1085.00,100.00,4.37,4.00
1086.00,100.00,4.41,4.00
1095.00,100.00,4.28,4.00
1098.00,100.00,4.31,4.00
1100.00,100.00,4.42,4.00
1104.00,100.00,4.25,4.00
1113.00,100.00,4.55,4.00
1115.00,100.00,4.63,4.00
1119.00,100.00,3.80,4.00
1118.99,100.00,3.67,4.00
1131.99,100.00,3.96,4.00
1132.99,100.00,3.72,4.00
1137.99,100.00,3.70,4.00
1143.99,100.00,3.74,4.00
1144.99,100.00,3.70,4.00
1151.99,100.00,3.61,4.00
1154.98,100.00,3.51,4.00
1162.98,100.00,3.77,4.00
1164.98,100.00,3.48,4.00
1169.97,100.00,3.53,4.00
1175.97,101.00,3.64,4.00
1177.97,101.00,3.67,4.00
1184.96,100.00,3.57,4.00
1186.96,101.00,3.54,4.00
1195.96,101.00,3.81,4.00
1201.95,101.00,3.88,4.00
1203.95,101.00,3.61,4.00
1203.95,100.00,3.54,4.00
1215.97,100.00,3.80,4.00
1219.97,100.00,3.97,4.00
1220.97,100.00,3.47,4.00
1227.96,100.00,3.67,4.00
1233.96,100.00,3.73,4.00
1238.96,100.00,3.69,4.00
1242.98,100.00,3.81,4.00
1251.98,99.00,3.86,4.00
1252.98,99.00,3.80,4.00
1255.98,99.00,3.59,4.00
1259.99,99.00,3.65,4.00
1268.99,99.00,3.85,4.00
1271.99,99.00,3.71,4.00
1277.00,99.00,3.83,4.00
1286.00,99.00,3.91,4.00
1287.00,99.00,3.86,4.00
1293.00,99.00,3.73,4.00
1300.00,99.00,3.79,4.00
1305.00,99.00,3.93,4.00
1309.00,99.00,4.07,4.00
1310.00,99.00,3.68,4.00
1310.00,99.00,3.51,4.00
1323.00,99.00,3.94,4.00
1328.00,99.00,3.90,4.00
1332.00,99.00,3.80,4.00
1340.00,99.00,3.91,4.00
1339.00,99.00,3.72,4.00
1346.00,99.00,3.67,4.00
1348.00,99.00,3.70,4.00
1356.00,100.00,3.90,4.00
1356.00,100.00,3.76,4.00
1362.00,99.00,3.62,4.00
1369.00,100.00,3.77,4.00
1372.00,99.00,3.69,4.00
1378.00,99.00,3.60,4.00
1382.99,99.00,3.73,4.00
1385.99,99.00,3.65,4.00
1391.99,99.00,3.60,4.00
1394.99,99.00,3.50,4.00
1400.99,99.00,3.61,4.00
1404.99,99.00,3.73,4.00
1411.98,100.00,3.98,4.00
1412.98,99.00,3.56,4.00
1412.98,100.00,3.35,4.00
1421.98,100.00,3.55,4.00
1428.98,100.00,3.51,4.00
1433.98,100.00,3.75,4.00
1435.98,100.00,3.53,4.00
1444.98,100.00,3.84,4.00
1445.98,100.00,3.55,4.00
1444.99,100.00,3.51,4.00
1455.99,100.00,3.74,4.00
1462.99,100.00,3.74,4.00
1467.99,100.00,3.83,4.00
1467.99,100.00,3.58,4.00
1478.99,100.00,3.86,4.00
1481.99,99.00,3.86,4.00
1486.99,100.00,3.79,4.00
1497.99,100.00,4.14,4.00
1498.99,100.00,3.93,4.00
1499.99,100.00,3.80,4.00
1502.99,100.00,3.68,4.00
1514.99,99.00,4.10,4.00
1519.00,99.00,4.25,4.00
1520.00,99.00,3.94,4.00
1520.00,100.00,3.67,4.00
1531.00,100.00,3.86,4.00
1538.00,100.00,4.08,4.00
1540.00,100.00,3.79,4.00
1549.00,100.00,4.07,4.00
1552.00,100.00,4.23,4.00
1556.00,101.00,3.92,4.00
1558.00,101.00,3.73,4.00
1567.00,101.00,3.87,4.00
1575.00,101.00,4.20,4.00
1582.00,101.00,4.03,4.00
1580.99,101.00,3.87,4.00
1587.99,101.00,3.99,4.00
1589.99,101.00,3.61,4.00
1596.99,101.00,3.84,4.00
1603.99,101.00,4.07,4.00
1606.99,101.00,4.07,4.00
1607.99,101.00,3.64,4.00
1610.99,101.00,3.61,4.00
1619.99,101.00,3.95,4.00
1625.98,101.00,4.16,4.00
1629.98,101.00,3.94,4.00
1629.98,100.00,3.64,4.00
1645.98,100.00,4.13,4.00
1642.98,100.00,3.69,4.00
1637.98,100.00,3.37,4.00
1653.97,100.00,3.83,4.00
1663.97,100.00,4.14,4.00
1664.97,100.00,3.83,4.00
1674.97,100.00,3.86,4.00
1673.97,100.00,3.52,4.00
1676.97,100.00,3.68,4.00
1683.97,100.00,3.66,4.00
1695.97,100.00,4.05,4.00
1698.97,100.00,3.89,4.00
1699.97,100.00,3.67,4.00
1701.98,100.00,3.61,4.00
1713.98,100.00,4.08,4.00
1720.98,100.00,4.24,4.00
1725.98,100.00,4.05,4.00
1725.98,100.00,3.83,4.00
1729.98,100.00,3.83,4.00
1739.99,100.00,4.19,4.00
1737.99,99.00,3.54,4.00
1737.99,100.00,3.66,4.00
1750.99,100.00,4.35,4.00
1759.99,100.00,4.08,4.00
1761.99,100.00,3.78,4.00
1766.99,100.00,3.92,4.00
1775.99,99.00,3.94,4.00
1776.99,99.00,4.02,4.00
1782.00,99.00,4.07,4.00
1787.00,99.00,4.01,4.00
1786.00,99.00,3.51,4.00
1790.00,99.00,3.56,4.00
1789.99,99.00,3.52,4.00
1802.99,99.00,3.99,3.90
1810.99,99.00,3.83,3.80
1809.99,99.00,3.50,3.70
1812.99,100.00,3.44,3.60
1820.99,100.00,3.75,3.50
1821.00,100.00,3.59,3.40
1821.00,100.00,3.23,3.30
1829.00,100.00,3.65,3.20
1830.99,100.00,3.72,3.10
1841.99,100.00,3.65,3.00
1850.99,100.00,3.67,2.90
1848.00,100.00,3.48,2.80
1854.00,100.00,3.56,2.70
1855.00,100.00,3.22,2.60
1866.99,100.00,3.61,2.50
1868.99,100.00,3.51,2.40
1865.99,100.00,3.19,2.30
1868.98,100.00,3.34,2.20
1875.98,100.00,3.45,2.10
1880.98,100.00,3.65,2.00
1890.98,100.00,3.53,1.90
1901.98,100.00,3.59,1.80
1895.98,100.00,3.37,1.70
1900.98,100.00,3.44,1.60
1900.98,100.00,3.13,1.50
1914.98,99.00,3.67,1.40
1928.98,99.00,4.26,1.30
1925.98,100.00,3.81,1.20
1925.98,100.00,3.74,1.10
1928.98,100.00,3.44,1.00
1923.98,100.00,2.89,0.90
1924.98,100.00,3.04,0.80
1936.98,100.00,3.29,0.70
1941.00,100.00,3.39,0.60
1947.00,100.00,3.21,0.50
1937.00,100.00,2.74,0.40
1946.00,100.00,3.20,0.30
1945.00,100.00,3.05,0.20
1945.00,100.00,2.78,0.10
1951.00,100.00,2.79,0.00
1954.00,99.00,2.49,0.00
1960.00,100.00,2.35,0.00
1965.00,99.00,2.79,0.00
1965.00,99.00,2.60,0.00
1983.00,99.00,3.29,0.00
1984.00,100.00,2.80,0.00
1991.00,99.00,2.46,0.00
1990.00,99.00,2.53,0.00
1984.00,99.00,2.28,0.00
1978.99,99.00,1.97,0.00
1978.99,99.00,2.15,0.00
1980.99,99.00,2.20,0.00
1982.98,99.00,1.77,0.00
1986.98,99.00,1.79,0.00
1982.98,99.00,1.39,0.00
1982.97,99.00,1.77,0.00
1978.97,99.00,1.27,0.00
1982.97,99.00,1.47,0.00
1981.96,99.00,1.44,0.00
1981.96,98.00,1.22,0.00
1979.96,98.00,1.02,0.00
1977.96,99.00,0.69,0.00
1977.96,98.00,0.50,0.00
1976.96,98.00,0.46,0.00
1974.96,98.00,-0.31,0.00
1974.95,98.00,-0.35,0.00
1974.95,99.00,-0.60,0.00
1971.95,99.00,-0.69,0.00
1972.95,99.00,-0.40,0.00
1973.95,99.00,-0.18,0.00
1975.95,97.00,-0.10,0.00
1975.95,99.00,-0.19,0.00
1975.95,98.00,-0.26,0.00
1975.95,98.00,-0.43,0.00
1975.95,98.00,-0.27,0.00
1977.95,98.00,-0.19,0.00
1977.95,98.00,-0.03,0.00
1977.95,98.00,-0.20,0.00
1976.95,99.00,-0.21,0.00
1976.95,99.00,-0.21,0.00
1976.95,99.00,-0.12,0.00
1976.95,98.00,-0.05,0.00
1975.95,98.00,-0.09,0.00
1975.95,98.00,-0.05,0.00
1975.95,99.00,0.03,0.00
1975.95,98.00,0.03,0.00
1976.95,99.00,0.07,0.00
1976.95,99.00,0.20,0.00
1975.95,98.00,0.12,0.00
1976.95,99.00,0.12,0.00
1978.95,99.00,0.12,0.00
1973.95,99.00,-0.07,0.00
1974.95,98.00,-0.03,0.00
1976.95,99.00,0.04,0.00
1976.95,99.00,0.04,0.00
1975.95,99.00,-0.09,0.00
1976.95,99.00,-0.05,0.00
1976.95,98.00,-0.05,0.00
1977.95,99.00,0.03,0.00
1976.95,99.00,-0.00,0.00
1976.95,98.00,-0.00,0.00
1976.95,98.00,-0.00,0.00
1975.95,98.00,-0.00,0.00
1975.95,99.00,-0.00,0.00
1976.95,98.00,0.04,0.00
1979.95,99.00,0.15,0.00
1975.95,99.00,-0.06,0.00
1977.95,99.00,0.02,0.00
1979.95,98.00,0.14,0.00
1979.95,98.00,0.10,0.00
1976.95,98.00,-0.09,0.00
1976.95,98.00,0.10,0.00
1977.95,99.00,0.10,0.00
1976.95,98.00,-0.02,0.00
1975.95,99.00,-0.06,0.00
1977.95,98.00,0.05,0.00
1977.95,98.00,0.02,0.00
1976.95,98.00,-0.02,0.00
1975.95,98.00,-0.10,0.00
1975.95,98.00,-0.07,0.00
1974.95,98.00,-0.10,0.00
1978.95,98.00,0.05,0.00
1978.95,98.00,0.09,0.00
1978.95,98.00,0.09,0.00
1976.95,98.00,-0.02,0.00
1976.95,98.00,-0.13,0.00
1976.95,98.00,0.04,0.00
1976.95,98.00,-0.05,0.00
1975.95,99.00,-0.17,0.00
1976.95,99.00,-0.13,0.00
1976.95,98.00,-0.01,0.00
1978.95,98.00,0.06,0.00
1978.95,98.00,0.02,0.00
1976.95,98.00,-0.02,0.00
1975.95,98.00,-0.01,0.00
1973.95,98.00,-0.17,0.00
1975.95,98.00,-0.09,0.00
1975.95,98.00,-0.05,0.00
1974.95,99.00,-0.05,0.00
1974.95,99.00,-0.05,0.00
1974.95,98.00,-0.01,0.00
1975.95,98.00,-0.13,0.00
1975.95,98.00,-0.13,0.00
1977.95,99.00,-0.05,0.00
1976.95,98.00,-0.02,0.00
1976.95,98.00,-0.02,0.00
1977.95,99.00,0.01,0.00
1977.95,99.00,0.01,0.00
1976.95,99.00,0.01,0.00
1976.95,98.00,-0.02,0.00
1974.95,98.00,-0.10,0.00
1975.95,99.00,-0.13,0.00
1977.95,99.00,-0.05,0.00
1977.95,99.00,0.04,0.00
1978.95,99.00,0.11,0.00
1975.95,99.00,0.08,0.00
1975.95,99.00,0.00,0.00
1975.95,99.00,0.00,0.00
1976.95,98.00,0.08,0.00
1976.95,98.00,0.08,0.00
1976.95,98.00,0.08,0.00
1976.95,98.00,0.04,0.00
1976.95,98.00,0.04,0.00
1976.95,98.00,-0.03,0.00
1979.95,98.00,0.14,0.00
1979.95,98.00,0.14,0.00
1977.95,98.00,0.02,0.00
1977.95,98.00,0.02,0.00
1976.95,98.00,0.02,0.00
1976.95,98.00,0.02,0.00
1977.95,98.00,0.14,0.00
1977.95,98.00,0.10,0.00
1977.95,98.00,0.01,0.00
1978.95,98.00,0.05,0.00
1977.95,98.00,-0.03,0.00
1976.95,99.00,0.05,0.00
1973.95,98.00,-0.06,0.00
1977.95,98.00,0.10,0.00
1973.95,98.00,-0.08,0.00
1976.95,98.00,0.04,0.00
1977.95,98.00,0.08,0.00
1977.95,98.00,0.08,0.00
1977.95,98.00,0.08,0.00
1977.95,98.00,0.08,0.00
1977.95,98.00,-0.04,0.00
1976.95,99.00,-0.08,0.00
1978.95,98.00,0.08,0.00
1979.95,99.00,0.12,0.00
1978.95,98.00,0.12,0.00
1975.95,98.00,-0.01,0.00
1976.95,98.00,-0.01,0.00
1978.95,99.00,0.07,0.00
1981.95,99.00,0.19,0.00
1981.95,99.00,0.15,0.00
1978.95,99.00,0.07,0.00
1978.95,99.00,0.10,0.00
1978.95,98.00,0.22,0.00
1977.95,98.00,0.02,0.00
1976.95,98.00,0.12,-0.10
1976.95,98.00,-0.01,-0.20
1976.95,99.00,-0.05,-0.30
1972.95,99.00,-0.21,-0.40
1966.95,98.00,-0.45,-0.50
1968.96,98.00,-0.37,-0.60
1966.96,99.00,-0.45,-0.70
1968.96,99.00,-0.32,-0.80
1969.96,99.00,-0.36,-0.90
1972.96,98.00,-0.27,-1.00
1974.96,98.00,-0.15,-1.10
1974.97,98.00,-0.03,-1.20
1971.97,98.00,-0.19,-1.30
1966.97,98.00,-0.48,-1.40
1966.97,98.00,-0.61,-1.50
1965.97,99.00,-0.65,-1.60
1965.97,98.00,-0.52,-1.70
1965.98,98.00,-0.52,-1.80
1972.98,98.00,-0.25,-1.90
1973.98,98.00,-0.18,-2.00
1974.97,99.00,-0.10,-2.10
1973.97,98.00,-0.14,-2.20
1974.97,98.00,-0.10,-2.30
1974.97,99.00,0.07,-2.40
1972.97,98.00,0.22,-2.50
1971.97,99.00,0.11,-2.60
1974.97,99.00,0.31,-2.70
1973.97,99.00,0.19,-2.80
1973.97,99.00,0.15,-2.90
1973.97,98.00,0.03,-3.00
1974.97,98.00,-0.02,-3.10
1971.97,98.00,-0.14,-3.20
1972.97,99.00,0.02,-3.30
1973.97,99.00,0.27,-3.40
1972.97,99.00,0.23,-3.50
1972.97,99.00,0.27,-3.60
1974.97,98.00,0.34,-3.70
1975.97,98.00,0.38,-3.80
1975.97,99.00,0.11,-3.90
1973.97,99.00,-0.00,-4.00
1978.97,99.00,0.17,-4.00
1980.97,99.00,0.30,-4.00
1985.99,99.00,0.44,-4.00
1989.99,99.00,0.60,-4.00
1991.99,99.00,0.76,-4.00
1992.99,100.00,0.84,-4.00
1996.00,100.00,0.82,-4.00
1990.00,100.00,0.60,-4.00
1988.00,100.00,0.52,-4.00
1989.99,100.00,0.59,-4.00
1989.99,101.00,0.56,-4.00
1987.99,101.00,0.60,-4.00
1985.98,100.00,0.49,-4.00
1982.98,100.00,0.32,-4.00
1976.98,100.00,0.14,-4.00
1967.97,100.00,-0.21,-4.00
1971.97,100.00,-0.13,-4.00
1971.97,100.00,-0.17,-4.00
1972.97,100.00,-0.14,-4.00
1964.97,100.00,-0.40,-4.00
1956.97,100.00,-0.94,-4.00
1946.96,100.00,-1.38,-4.00
1949.96,100.00,-1.44,-4.00
1949.96,100.00,-1.60,-4.00
1947.97,100.00,-1.76,-4.00
1947.97,100.00,-1.80,-4.00
1943.97,100.00,-2.07,-4.00
1938.97,100.00,-2.03,-4.00
1928.98,100.00,-2.30,-4.00
1921.98,100.00,-2.67,-4.00
1917.98,100.00,-2.82,-4.00
1919.99,100.00,-2.67,-4.00
1902.99,100.00,-3.24,-4.00
1901.99,100.00,-3.16,-4.00
1889.00,100.00,-3.39,-4.00
1892.00,100.00,-2.92,-4.00
1883.00,100.00,-3.45,-4.00
1881.00,100.00,-3.52,-4.00
1881.00,100.00,-3.56,-4.00
1881.00,100.00,-3.22,-4.00
1870.00,100.00,-3.28,-4.00
1863.00,100.00,-3.22,-4.00
1847.00,100.00,-3.96,-4.00
1851.99,100.00,-3.77,-4.00
1850.99,100.00,-3.73,-4.00
1847.99,100.00,-3.85,-4.00
1842.99,100.00,-3.86,-4.00
1822.99,100.00,-4.49,-4.00
1819.99,100.00,-4.26,-4.00
1821.99,100.00,-3.89,-4.00
1824.98,100.00,-3.62,-4.00
1813.98,100.00,-4.12,-4.00
1806.98,100.00,-3.76,-4.00
1799.97,100.00,-3.97,-4.00
1798.97,100.00,-3.54,-4.00
1793.97,100.00,-3.88,-4.00
1786.96,100.00,-3.75,-4.00
1781.96,99.00,-3.89,-4.00
1780.96,100.00,-3.93,-4.00
1777.97,100.00,-4.04,-4.00
1774.97,100.00,-3.77,-4.00
1774.97,100.00,-3.48,-4.00
1748.97,100.00,-3.86,-4.00
1746.97,100.00,-4.13,-4.00
1749.97,100.00,-3.97,-4.00
1729.98,100.00,-4.56,-4.00
1729.98,100.00,-4.38,-4.00
1729.98,100.00,-3.55,-4.00
1721.99,100.00,-3.71,-4.00
1719.99,100.00,-3.87,-4.00
1712.99,100.00,-4.25,-4.00
1705.99,100.00,-4.12,-4.00
1700.99,100.00,-4.01,-4.00
1695.99,100.00,-3.96,-4.00
1689.99,100.00,-4.17,-4.00
1682.99,100.00,-4.21,-4.00
1673.99,100.00,-4.34,-4.00
1670.99,99.00,-4.25,-4.00
1671.00,99.00,-4.20,-4.00
1671.00,100.00,-4.10,-4.00
1653.00,100.00,-4.72,-4.00
1648.99,100.00,-4.87,-4.00
1647.99,100.00,-3.91,-4.00
1639.99,100.00,-4.16,-4.00
1634.99,99.00,-4.47,-4.00
1629.99,99.00,-3.96,-4.00
1625.99,100.00,-4.13,-4.00
1620.98,100.00,-4.31,-4.00
1612.98,100.00,-4.36,-4.00
1605.98,99.00,-4.54,-4.00
1597.98,100.00,-4.58,-4.00
1596.98,100.00,-4.33,-4.00
1592.98,100.00,-4.31,-4.00
1588.98,100.00,-4.27,-4.00
1580.98,99.00,-4.31,-4.00
1569.98,100.00,-4.52,-4.00
1569.98,100.00,-4.14,-4.00
1565.98,100.00,-4.18,-4.00
1552.98,99.00,-4.68,-4.00
1544.98,99.00,-5.01,-4.00
1544.98,99.00,-4.26,-4.00
1544.98,99.00,-4.12,-4.00
1535.98,99.00,-4.45,-4.00
1530.99,99.00,-4.30,-4.00
1517.99,99.00,-4.66,-4.00
1516.99,99.00,-4.50,-4.00
1510.00,98.00,-4.58,-4.00
1506.00,98.00,-4.57,-4.00
1497.00,98.00,-4.58,-4.00
1491.99,99.00,-4.50,-4.00
1489.99,99.00,-4.27,-4.00
1485.99,99.00,-4.40,-4.00
1484.00,99.00,-4.30,-4.00
1468.00,99.00,-4.80,-4.00
1465.00,99.00,-4.64,-4.00
1461.00,99.00,-4.34,-4.00
1461.00,99.00,-4.34,-4.00
1446.00,99.00,-4.76,-4.00
1446.00,99.00,-4.26,-4.00
1444.00,99.00,-4.00,-4.00
1434.00,100.00,-4.42,-4.00
1431.00,100.00,-4.54,-4.00
1422.00,100.00,-4.49,-4.00
1422.00,100.00,-4.31,-4.00
1414.00,100.00,-4.10,-4.00
1407.00,100.00,-4.31,-4.00
1402.00,101.00,-4.27,-4.00
1395.00,101.00,-4.37,-4.00
1393.00,100.00,-4.10,-4.00
1390.00,101.00,-4.03,-4.00
1388.00,101.00,-4.03,-4.00
1377.99,101.00,-4.22,-4.00
1371.99,101.00,-4.40,-4.00
1370.99,101.00,-3.78,-4.00
1366.98,101.00,-3.79,-4.00
1357.98,101.00,-4.02,-4.00
1353.98,101.00,-4.17,-4.00
1346.98,101.00,-3.88,-4.00
1346.98,101.00,-3.88,-4.00
1338.98,101.00,-4.15,-4.00
1333.98,101.00,-3.94,-4.00
1328.97,101.00,-3.99,-4.00
1318.97,101.00,-4.09,-4.00
1317.97,101.00,-4.13,-4.00
1314.96,101.00,-3.91,-4.00
1314.96,101.00,-3.66,-4.00
1303.96,100.00,-3.91,-4.00
1297.97,100.00,-3.85,-4.00
1293.97,100.00,-3.94,-4.00
1286.97,100.00,-4.12,-4.00
1282.97,100.00,-4.18,-4.00
1277.97,100.00,-4.03,-4.00
1273.98,100.00,-3.95,-4.00
1264.99,100.00,-4.22,-4.00
1260.99,100.00,-4.25,-4.00
1257.99,100.00,-3.99,-4.00
1253.00,100.00,-4.03,-4.00
1248.00,100.00,-3.93,-4.00
1244.00,100.00,-4.09,-4.00
1239.00,100.00,-3.97,-4.00
1238.99,100.00,-3.76,-4.00
1227.00,100.00,-4.08,-4.00
1221.00,100.00,-3.90,-4.00
1219.00,100.00,-3.93,-4.00
1212.00,99.00,-4.09,-4.00
1206.00,99.00,-4.34,-4.00
1203.00,99.00,-3.99,-4.00
1194.00,100.00,-4.15,-4.00
1194.00,100.00,-3.98,-4.00
1194.00,100.00,-3.69,-4.00
1187.00,100.00,-3.84,-4.00
1178.00,100.00,-4.00,-4.00
1176.00,100.00,-3.91,-4.00
1168.00,100.00,-3.92,-4.00
1165.00,100.00,-3.87,-4.00
1156.99,99.00,-4.06,-4.00
1150.99,99.00,-4.10,-4.00
1149.99,99.00,-3.95,-4.00
1145.99,100.00,-3.93,-4.00
1136.99,100.00,-4.09,-4.00
1129.99,100.00,-4.39,-4.00
1126.99,99.00,-4.00,-4.00
1126.99,99.00,-3.77,-4.00
1113.99,99.00,-4.19,-4.00
1110.99,100.00,-4.05,-4.00
1105.99,100.00,-3.98,-4.00
1098.99,100.00,-4.16,-4.00
1094.99,100.00,-3.95,-4.00
1089.98,100.00,-4.13,-4.00
1081.98,100.00,-4.47,-4.00
1077.98,100.00,-4.33,-4.00
1073.98,100.00,-4.11,-4.00
1069.98,100.00,-4.20,-4.00
1062.98,100.00,-4.14,-4.00
1058.99,100.00,-4.18,-4.00
1053.99,100.00,-4.06,-4.00
1047.99,99.00,-4.08,-4.00
1039.98,99.00,-4.32,-4.00
1036.98,99.00,-4.31,-4.00
1031.98,99.00,-4.14,-4.00
1031.99,99.00,-3.85,-4.00
1018.99,99.00,-4.27,-4.00
1015.99,99.00,-4.39,-4.00
1012.99,99.00,-4.01,-4.00
1005.00,99.00,-4.18,-4.00
999.00,100.00,-4.25,-4.00
995.00,99.00,-4.12,-4.00
992.99,100.00,-4.03,-4.00
984.99,99.00,-4.18,-4.00
982.99,100.00,-3.92,-4.00
975.99,100.00,-4.04,-4.00
967.99,101.00,-4.19,-4.00
963.99,101.00,-4.19,-4.00
960.00,101.00,-4.07,-4.00
957.00,101.00,-4.04,-4.00
949.00,101.00,-4.18,-4.00
945.00,101.00,-4.07,-4.00
938.00,101.00,-4.08,-4.00
935.00,101.00,-4.08,-4.00
927.99,101.00,-4.12,-4.00
921.99,101.00,-4.37,-4.00
918.99,101.00,-3.94,-4.00
918.99,101.00,-3.83,-4.00
904.99,101.00,-4.24,-4.00
902.99,101.00,-4.04,-4.00
898.99,101.00,-3.96,-4.00
890.99,101.00,-4.08,-4.00
883.99,101.00,-4.30,-4.00
880.99,101.00,-4.08,-4.00
878.99,101.00,-4.08,-4.00
873.99,101.00,-4.00,-4.00
868.99,101.00,-3.90,-4.00
861.99,101.00,-3.99,-4.00
855.99,100.00,-4.09,-4.00
852.99,100.00,-4.09,-4.00
847.99,100.00,-3.94,-4.00
842.99,100.00,-4.00,-4.00
837.99,100.00,-3.92,-4.00
832.99,100.00,-3.97,-4.00
828.99,99.00,-3.89,-4.00
822.99,99.00,-3.87,-4.00
815.99,99.00,-4.02,-4.00
812.99,99.00,-4.14,-4.00
808.99,100.00,-3.77,-4.00
808.99,100.00,-3.68,-4.00
792.99,100.00,-4.18,-4.00
789.99,100.00,-4.02,-4.00
785.99,100.00,-3.89,-4.00
776.00,100.00,-4.16,-4.00
774.00,99.00,-4.15,-4.00
770.00,99.00,-4.13,-4.00
764.99,99.00,-4.10,-4.00
757.99,99.00,-4.14,-4.00
753.99,100.00,-4.06,-4.00
749.99,99.00,-4.08,-4.00
739.99,99.00,-4.31,-4.00
735.99,99.00,-4.26,-4.00
732.00,99.00,-4.20,-4.00
729.00,99.00,-4.15,-4.00
721.00,99.00,-4.29,-4.00
715.00,100.00,-4.29,-4.00
712.00,99.00,-4.14,-4.00
708.00,99.00,-4.19,-4.00
698.00,100.00,-4.38,-4.00
694.00,100.00,-4.55,-4.00
689.00,100.00,-4.09,-4.00
689.00,100.00,-3.96,-4.00
676.00,100.00,-4.35,-4.00
672.00,100.00,-4.12,-3.90
670.00,101.00,-4.13,-3.80
662.00,100.00,-4.25,-3.70
657.00,100.00,-4.28,-3.60
652.00,101.00,-4.19,-3.50
647.00,100.00,-4.20,-3.40
638.00,100.00,-4.44,-3.30
634.00,101.00,-4.17,-3.20
632.00,101.00,-4.10,-3.10
615.00,100.00,-4.60,-3.00
612.00,100.00,-4.60,-2.90
606.99,100.00,-4.47,-2.80
602.99,100.00,-4.40,-2.70
588.99,100.00,-4.87,-2.60
589.00,100.00,-4.71,-2.50
586.00,101.00,-4.47,-2.40
579.00,101.00,-4.60,-2.30
572.00,100.00,-4.64,-2.20
572.00,100.00,-4.64,-2.10
567.00,100.00,-4.29,-2.00
567.00,100.00,-4.14,-1.90
558.00,100.00,-4.40,-1.80
553.00,100.00,-4.32,-1.70
553.00,100.00,-4.11,-1.60
548.00,101.00,-4.08,-1.50
541.00,101.00,-4.20,-1.40
540.00,101.00,-3.86,-1.30
538.00,101.00,-3.78,-1.20
534.00,101.00,-3.86,-1.10
529.00,100.00,-3.41,-1.00
529.00,100.00,-3.29,-0.90
528.00,100.00,-3.15,-0.80
523.00,100.00,-3.19,-0.70
523.00,100.00,-2.61,-0.60
523.00,100.00,-2.61,-0.50
519.00,100.00,-2.65,-0.40
519.00,100.00,-2.36,-0.30
520.00,101.00,-2.07,-0.20
519.00,101.00,-2.11,-0.10
519.00,101.00,-1.92,-0.00
2
516.00,100.00,-2.03,0.00
517.00,100.00,-1.64,0.00
517.00,100.00,-1.43,0.00
519.00,101.00,-1.35,0.00
519.00,100.00,-1.17,0.00
516.00,100.00,-0.99,0.00
516.00,101.00,-0.95,0.00
517.00,101.00,-0.83,0.00
519.00,100.00,-0.60,0.00
